"","FeatureName","DateCode","Value","Energy.Type","Energy.Consuming.Sector"
"486","East Lothian",2019,294.25,"Bioenergy & Wastes","All"
"487","East Renfrewshire",2019,223.196,"Electricity","All"
"488","North Lanarkshire",2019,3278.297,"Petroleum Products","All"
"489","Angus",2019,2736.67,"All","All"
"490","East Renfrewshire",2019,2.334,"Manufactured Fuels","All"
"491","Renfrewshire",2019,3746.717,"All","All"
"492","City of Edinburgh",2019,9984.622,"All","All"
"493","Argyll and Bute",2019,21.526,"Coal","All"
"494","Dumfries and Galloway",2019,19.2,"Manufactured Fuels","All"
"495","Na h-Eileanan Siar",2019,153.388,"Electricity","All"
"496","Dundee City",2019,800.261,"Petroleum Products","All"
"497","Argyll and Bute",2019,2223.457,"All","All"
"498","North Lanarkshire",2019,1295.333,"Electricity","All"
"499","Orkney Islands",2019,509.132,"All","All"
"500","East Renfrewshire",2019,1653.823,"All","All"
"501","Renfrewshire",2019,1.857,"Manufactured Fuels","All"
"502","Orkney Islands",2019,342.808,"Petroleum Products","All"
"503","Renfrewshire",2019,1349.58,"Petroleum Products","All"
"504","Angus",2019,5.833,"Manufactured Fuels","All"
"505","East Ayrshire",2019,1122.027,"Petroleum Products","All"
"506","East Ayrshire",2019,39.095,"Coal","All"
"507","Angus",2019,517.332,"Electricity","All"
"508","East Lothian",2019,500.605,"Coal","All"
"509","Angus",2019,82.814,"Bioenergy & Wastes","All"
"510","Renfrewshire",2019,64.063,"Bioenergy & Wastes","All"
"511","East Lothian",2019,5.682,"Manufactured Fuels","All"
"512","East Lothian",2019,3030.488,"All","All"
"513","Angus",2019,881.257,"Gas","All"
"514","Renfrewshire",2019,0.759,"Coal","All"
"515","Renfrewshire",2019,744.255,"Electricity","All"
"516","East Lothian",2019,950.16,"Petroleum Products","All"
"517","Renfrewshire",2019,1586.203,"Gas","All"
"518","Aberdeenshire",2019,1192.962,"Electricity","All"
"519","Falkirk",2019,76.48,"Bioenergy & Wastes","All"
"520","North Ayrshire",2019,1469.305,"Bioenergy & Wastes","All"
"521","Dumfries and Galloway",2019,1161.469,"Gas","All"
"522","Aberdeenshire",2019,23.724,"Manufactured Fuels","All"
"523","North Ayrshire",2019,3.816,"Manufactured Fuels","All"
"524","Highland",2019,54.898,"Coal","All"
"525","West Dunbartonshire",2019,338.113,"Electricity","All"
"526","Highland",2019,20.12,"Manufactured Fuels","All"
"527","Fife",2019,3273.248,"Gas","All"
"528","Clackmannanshire",2019,1114.969,"Gas","All"
"529","Glasgow City",2019,157.097,"Bioenergy & Wastes","All"
"530","East Dunbartonshire",2019,330.003,"Electricity","All"
"531","Falkirk",2019,13612.237,"Petroleum Products","All"
"532","Dumfries and Galloway",2019,30.937,"Coal","All"
"533","Aberdeen City",2019,10.628,"Manufactured Fuels","All"
"534","Falkirk",2019,1275.376,"Gas","All"
"535","Aberdeenshire",2019,209.69,"Bioenergy & Wastes","All"
"536","Scottish Borders",2019,3174.366,"All","All"
"537","Dumfries and Galloway",2019,821.147,"Electricity","All"
"538","East Dunbartonshire",2019,2.219,"Manufactured Fuels","All"
"539","Scottish Borders",2019,7.584,"Manufactured Fuels","All"
"540","East Dunbartonshire",2019,28.892,"Bioenergy & Wastes","All"
"541","Aberdeenshire",2019,6527.799,"All","All"
"542","Aberdeen City",2019,18.034,"Coal","All"
"543","Falkirk",2019,574.462,"Manufactured Fuels","All"
"544","Falkirk",2019,16209.354,"All","All"
"545","Dumfries and Galloway",2019,2972.436,"Petroleum Products","All"
"546","Scottish Borders",2019,786.436,"Gas","All"
"547","Highland",2019,3474.536,"Petroleum Products","All"
"548","West Dunbartonshire",2019,26.138,"Bioenergy & Wastes","All"
"549","North Lanarkshire",2019,22.069,"Manufactured Fuels","All"
"550","Scottish Borders",2019,544.497,"Electricity","All"
"551","Fife",2019,11544.174,"All","All"
"552","Stirling",2019,5.019,"Manufactured Fuels","All"
"553","East Dunbartonshire",2019,1.67,"Coal","All"
"554","Highland",2019,1476.515,"Electricity","All"
"555","North Ayrshire",2019,662.166,"Electricity","All"
"556","Aberdeen City",2019,5100.462,"All","All"
"557","Scottish Borders",2019,228.463,"Bioenergy & Wastes","All"
"558","Aberdeen City",2019,1584.183,"Petroleum Products","All"
"559","Aberdeen City",2019,1073.141,"Electricity","All"
"560","Stirling",2019,4.299,"Coal","All"
"561","Stirling",2019,3645.956,"All","All"
"562","Highland",2019,7298.592,"All","All"
"563","Fife",2019,24.638,"Manufactured Fuels","All"
"564","Fife",2019,10.35,"Coal","All"
"565","West Dunbartonshire",2019,553.218,"Petroleum Products","All"
"566","Stirling",2019,1195.434,"Gas","All"
"567","Fife",2019,6533.589,"Petroleum Products","All"
"568","Stirling",2019,776.444,"Bioenergy & Wastes","All"
"569","Glasgow City",2019,3.316,"Manufactured Fuels","All"
"570","Stirling",2019,443.533,"Electricity","All"
"571","Shetland Islands",2019,0,"Gas","All"
"572","South Ayrshire",2019,460.867,"Electricity","All"
"573","South Ayrshire",2019,1271.917,"Gas","All"
"574","South Ayrshire",2019,3.322,"Coal","All"
"575","Shetland Islands",2019,572.02,"All","All"
"576","Perth and Kinross",2019,1026.798,"Gas","All"
"577","Midlothian",2019,339.297,"Electricity","All"
"578","Perth and Kinross",2019,8.811,"Manufactured Fuels","All"
"579","Perth and Kinross",2019,140.8,"Bioenergy & Wastes","All"
"580","South Ayrshire",2019,1092.019,"Petroleum Products","All"
"581","Shetland Islands",2019,356.371,"Petroleum Products","All"
"582","Inverclyde",2019,1.664,"Manufactured Fuels","All"
"583","South Lanarkshire",2019,12.329,"Coal","All"
"584","South Lanarkshire",2019,6822.469,"All","All"
"585","West Lothian",2019,7.195,"Manufactured Fuels","All"
"586","Moray",2019,3480.26,"All","All"
"587","West Lothian",2019,2.275,"Coal","All"
"588","Glasgow City",2019,1.021,"Coal","All"
"589","Moray",2019,122.292,"Bioenergy & Wastes","All"
"590","Inverclyde",2019,641.771,"Gas","All"
"591","Clackmannanshire",2019,299.613,"Petroleum Products","All"
"592","West Lothian",2019,2168.363,"Gas","All"
"593","Fife",2019,1474.86,"Electricity","All"
"594","North Ayrshire",2019,2.37,"Coal","All"
"595","Inverclyde",2019,1399.067,"All","All"
"596","Clackmannanshire",2019,1.045,"Coal","All"
"597","Shetland Islands",2019,5.946,"Coal","All"
"598","West Dunbartonshire",2019,0.602,"Manufactured Fuels","All"
"599","Inverclyde",2019,436.062,"Petroleum Products","All"
"600","Inverclyde",2019,25.487,"Bioenergy & Wastes","All"
"601","Inverclyde",2019,293.605,"Electricity","All"
"602","Fife",2019,227.489,"Bioenergy & Wastes","All"
"603","Glasgow City",2019,11337.401,"All","All"
"604","Stirling",2019,1221.226,"Petroleum Products","All"
"605","Inverclyde",2019,0.477,"Coal","All"
"606","Midlothian",2019,62.901,"Bioenergy & Wastes","All"
"607","South Ayrshire",2019,2889.86,"All","All"
"608","South Lanarkshire",2019,12.116,"Manufactured Fuels","All"
"609","Perth and Kinross",2019,11.528,"Coal","All"
"610","Shetland Islands",2019,179.84,"Electricity","All"
"611","Midlothian",2019,692.733,"Gas","All"
"612","Moray",2019,6.528,"Manufactured Fuels","All"
"613","South Ayrshire",2019,5.706,"Manufactured Fuels","All"
"614","West Lothian",2019,778.297,"Electricity","All"
"615","Glasgow City",2019,2657.998,"Electricity","All"
"616","Midlothian",2019,3.446,"Manufactured Fuels","All"
"617","South Ayrshire",2019,56.029,"Bioenergy & Wastes","All"
"618","West Lothian",2019,4703.367,"All","All"
"619","Perth and Kinross",2019,2582.045,"Petroleum Products","All"
"620","Midlothian",2019,655.943,"Petroleum Products","All"
"621","Angus",2019,1240.624,"Petroleum Products","All"
"622","Falkirk",2019,2.46,"Coal","All"
"623","East Ayrshire",2019,2941.07,"All","All"
"624","East Ayrshire",2019,1028.613,"Gas","All"
"625","Argyll and Bute",2019,1118.377,"Petroleum Products","All"
"626","Na h-Eileanan Siar",2019,41.332,"Bioenergy & Wastes","All"
"627","Dundee City",2019,612.727,"Electricity","All"
"628","North Ayrshire",2019,781.067,"Petroleum Products","All"
"629","Scottish Borders",2019,44.272,"Coal","All"
"630","Argyll and Bute",2019,7.009,"Manufactured Fuels","All"
"631","East Ayrshire",2019,6.539,"Manufactured Fuels","All"
"632","Na h-Eileanan Siar",2019,596.534,"All","All"
"633","Argyll and Bute",2019,109.916,"Bioenergy & Wastes","All"
"634","Argyll and Bute",2019,502.244,"Electricity","All"
"635","Dundee City",2019,0.862,"Manufactured Fuels","All"
"636","Na h-Eileanan Siar",2019,366.632,"Petroleum Products","All"
"637","Dundee City",2019,1353.987,"Gas","All"
"638","North Lanarkshire",2019,2882.874,"Gas","All"
"639","Dundee City",2019,2804.997,"All","All"
"640","Aberdeenshire",2019,1420.033,"Gas","All"
"641","Aberdeenshire",2019,30.111,"Coal","All"
"642","Dumfries and Galloway",2019,222.979,"Bioenergy & Wastes","All"
"643","Falkirk",2019,668.338,"Electricity","All"
"644","Dumfries and Galloway",2019,5228.168,"All","All"
"645","Aberdeenshire",2019,3651.28,"Petroleum Products","All"
"646","Midlothian",2019,8.415,"Coal","All"
"647","Moray",2019,1847.185,"Gas","All"
"648","Perth and Kinross",2019,709.864,"Electricity","All"
"649","South Lanarkshire",2019,187.329,"Bioenergy & Wastes","All"
"650","West Lothian",2019,89.613,"Bioenergy & Wastes","All"
"651","Moray",2019,12.732,"Coal","All"
"652","Perth and Kinross",2019,4479.847,"All","All"
"653","Moray",2019,1016.655,"Petroleum Products","All"
"654","Shetland Islands",2019,27.321,"Bioenergy & Wastes","All"
"655","South Lanarkshire",2019,2485.814,"Gas","All"
"656","South Lanarkshire",2019,1120.708,"Electricity","All"
"657","Glasgow City",2019,5194.083,"Gas","All"
"658","South Lanarkshire",2019,3004.174,"Petroleum Products","All"
"659","North Ayrshire",2019,5136.169,"All","All"
"660","Glasgow City",2019,3323.886,"Petroleum Products","All"
"661","Moray",2019,474.866,"Electricity","All"
"662","Shetland Islands",2019,2.542,"Manufactured Fuels","All"
"663","Argyll and Bute",2019,464.385,"Gas","All"
"664","Na h-Eileanan Siar",2019,9.086,"Coal","All"
"665","Dundee City",2019,0.157,"Coal","All"
"666","Na h-Eileanan Siar",2019,22.925,"Gas","All"
"667","Dundee City",2019,37.003,"Bioenergy & Wastes","All"
"668","West Dunbartonshire",2019,0.169,"Coal","All"
"669","West Lothian",2019,1657.624,"Petroleum Products","All"
"670","Midlothian",2019,1762.735,"All","All"
"671","Na h-Eileanan Siar",2019,3.17,"Manufactured Fuels","All"
"672","North Lanarkshire",2019,7662.872,"All","All"
"673","South Lanarkshire",2020,2469.594,"Petroleum Products","All"
"674","Inverclyde",2020,282.443,"Electricity","All"
"675","Perth and Kinross",2020,136.139,"Bioenergy & Wastes","All"
"676","South Lanarkshire",2020,193.589,"Bioenergy & Wastes","All"
"677","Midlothian",2020,691.329,"Gas","All"
"678","Midlothian",2020,8.262,"Coal","All"
"679","Perth and Kinross",2020,12.883,"Coal","All"
"680","South Lanarkshire",2020,13.732,"Manufactured Fuels","All"
"681","Midlothian",2020,333.193,"Electricity","All"
"682","Midlothian",2020,529.267,"Petroleum Products","All"
"683","Midlothian",2020,69.413,"Bioenergy & Wastes","All"
"684","South Ayrshire",2020,430.488,"Electricity","All"
"685","Glasgow City",2020,148.261,"Bioenergy & Wastes","All"
"686","Moray",2020,6.274,"Manufactured Fuels","All"
"687","Moray",2020,913.691,"Petroleum Products","All"
"688","Glasgow City",2020,5257.396,"Gas","All"
"689","West Lothian",2020,86.548,"Bioenergy & Wastes","All"
"690","South Ayrshire",2020,1301.429,"Gas","All"
"691","Glasgow City",2020,10503.3,"All","All"
"692","Moray",2020,14.844,"Coal","All"
"693","South Lanarkshire",2020,1081.584,"Electricity","All"
"694","Midlothian",2020,1634.766,"All","All"
"695","Perth and Kinross",2020,1036.853,"Gas","All"
"696","Perth and Kinross",2020,673.185,"Electricity","All"
"697","Moray",2020,1738.007,"Gas","All"
"698","Glasgow City",2020,2655.339,"Petroleum Products","All"
"699","South Ayrshire",2020,53.623,"Bioenergy & Wastes","All"
"700","South Lanarkshire",2020,12.105,"Coal","All"
"701","West Lothian",2020,8.16,"Manufactured Fuels","All"
"702","Dundee City",2020,1700.081,"Gas","All"
"703","Na h-Eileanan Siar",2020,3.052,"Manufactured Fuels","All"
"704","East Renfrewshire",2020,35.96,"Bioenergy & Wastes","All"
"705","Argyll and Bute",2020,971.611,"Petroleum Products","All"
"706","East Ayrshire",2020,1079.673,"Gas","All"
"707","Angus",2020,5.598,"Manufactured Fuels","All"
"708","Na h-Eileanan Siar",2020,49.428,"Bioenergy & Wastes","All"
"709","Argyll and Bute",2020,465.02,"Gas","All"
"710","Na h-Eileanan Siar",2020,9.098,"Coal","All"
"711","East Ayrshire",2020,338.678,"Bioenergy & Wastes","All"
"712","Angus",2020,2599.12,"All","All"
"713","Na h-Eileanan Siar",2020,576.678,"All","All"
"714","Na h-Eileanan Siar",2020,342.503,"Petroleum Products","All"
"715","East Renfrewshire",2020,2.229,"Manufactured Fuels","All"
"716","Angus",2020,491.093,"Electricity","All"
"717","Perth and Kinross",2020,8.47,"Manufactured Fuels","All"
"718","City of Edinburgh",2020,2031.651,"Electricity","All"
"719","East Ayrshire",2020,38.627,"Coal","All"
"720","City of Edinburgh",2020,190.418,"Bioenergy & Wastes","All"
"721","East Renfrewshire",2020,1550.65,"All","All"
"722","East Ayrshire",2020,394.22,"Electricity","All"
"723","City of Edinburgh",2020,4677.436,"Gas","All"
"724","Angus",2020,1043.882,"Petroleum Products","All"
"725","East Renfrewshire",2020,0.742,"Coal","All"
"726","Fife",2020,170.671,"Bioenergy & Wastes","All"
"727","Inverclyde",2020,1.666,"Manufactured Fuels","All"
"728","Stirling",2020,747.472,"Bioenergy & Wastes","All"
"729","Stirling",2020,3348.679,"All","All"
"730","Fife",2020,1442.939,"Electricity","All"
"731","Inverclyde",2020,364.609,"Petroleum Products","All"
"732","Inverclyde",2020,0.463,"Coal","All"
"733","Aberdeen City",2020,147.599,"Bioenergy & Wastes","All"
"734","Aberdeen City",2020,4781.699,"All","All"
"735","East Dunbartonshire",2020,2.148,"Manufactured Fuels","All"
"736","Clackmannanshire",2020,1693.166,"All","All"
"737","Highland",2020,1144.31,"Gas","All"
"738","East Dunbartonshire",2020,1.992,"Coal","All"
"739","East Dunbartonshire",2020,936.32,"Gas","All"
"740","Stirling",2020,947.392,"Petroleum Products","All"
"741","Fife",2020,6800.05,"Petroleum Products","All"
"742","Stirling",2020,426.794,"Electricity","All"
"743","Highland",2020,54.704,"Coal","All"
"744","Inverclyde",2020,1469.074,"All","All"
"745","Clackmannanshire",2020,243.695,"Petroleum Products","All"
"746","Clackmannanshire",2020,296.505,"Electricity","All"
"747","Stirling",2020,1217.572,"Gas","All"
"748","South Lanarkshire",2020,2547.771,"Gas","All"
"749","Inverclyde",2020,25.258,"Bioenergy & Wastes","All"
"750","South Lanarkshire",2020,6318.375,"All","All"
"751","Inverclyde",2020,794.634,"Gas","All"
"752","Clackmannanshire",2020,1130,"Gas","All"
"753","Fife",2020,10.307,"Coal","All"
"754","South Ayrshire",2020,6.074,"Manufactured Fuels","All"
"755","Moray",2020,461.918,"Electricity","All"
"756","South Ayrshire",2020,909.875,"Petroleum Products","All"
"757","Clackmannanshire",2020,3.166,"Manufactured Fuels","All"
"758","Aberdeen City",2020,2351.605,"Gas","All"
"759","South Ayrshire",2020,2704.49,"All","All"
"760","Shetland Islands",2020,544.392,"All","All"
"761","Shetland Islands",2020,5.881,"Coal","All"
"762","Perth and Kinross",2020,2083.51,"Petroleum Products","All"
"763","Midlothian",2020,3.302,"Manufactured Fuels","All"
"764","Perth and Kinross",2020,3951.04,"All","All"
"765","South Ayrshire",2020,3.001,"Coal","All"
"766","Highland",2020,3012.625,"Petroleum Products","All"
"767","East Dunbartonshire",2020,421.956,"Petroleum Products","All"
"768","Fife",2020,3450.123,"Gas","All"
"769","Highland",2020,19.535,"Manufactured Fuels","All"
"770","Aberdeen City",2020,13.291,"Manufactured Fuels","All"
"771","Clackmannanshire",2020,18.802,"Bioenergy & Wastes","All"
"772","Highland",2020,6847.367,"All","All"
"773","Aberdeen City",2020,17.848,"Coal","All"
"774","Aberdeen City",2020,964.712,"Electricity","All"
"775","East Dunbartonshire",2020,323.629,"Electricity","All"
"776","Clackmannanshire",2020,0.998,"Coal","All"
"777","Stirling",2020,4.413,"Coal","All"
"778","Highland",2020,1218.534,"Bioenergy & Wastes","All"
"779","East Dunbartonshire",2020,28.211,"Bioenergy & Wastes","All"
"780","Fife",2020,29.694,"Manufactured Fuels","All"
"781","Stirling",2020,5.037,"Manufactured Fuels","All"
"782","Fife",2020,11903.784,"All","All"
"783","Glasgow City",2020,3.641,"Manufactured Fuels","All"
"784","Shetland Islands",2020,328.35,"Petroleum Products","All"
"785","Moray",2020,3284.754,"All","All"
"786","Shetland Islands",2020,2.508,"Manufactured Fuels","All"
"787","Orkney Islands",2020,137.259,"Electricity","All"
"788","Orkney Islands",2020,2.434,"Manufactured Fuels","All"
"789","Scottish Borders",2020,1328.756,"Petroleum Products","All"
"790","North Lanarkshire",2020,3061.071,"Gas","All"
"791","North Ayrshire",2020,2.502,"Coal","All"
"792","West Lothian",2020,735.218,"Electricity","All"
"793","North Lanarkshire",2020,3.283,"Coal","All"
"794","West Lothian",2020,1347.124,"Petroleum Products","All"
"795","Dundee City",2020,565.028,"Electricity","All"
"796","Dundee City",2020,2954.744,"All","All"
"797","Dumfries and Galloway",2020,246.491,"Bioenergy & Wastes","All"
"798","Dumfries and Galloway",2020,23.173,"Manufactured Fuels","All"
"799","Aberdeenshire",2020,215.201,"Bioenergy & Wastes","All"
"800","Na h-Eileanan Siar",2020,147.854,"Electricity","All"
"801","Argyll and Bute",2020,125.777,"Bioenergy & Wastes","All"
"802","North Lanarkshire",2020,7220.44,"All","All"
"803","Scottish Borders",2020,519.01,"Electricity","All"
"804","Orkney Islands",2020,488.662,"All","All"
"805","Orkney Islands",2020,323.5,"Petroleum Products","All"
"806","West Dunbartonshire",2020,448.095,"Petroleum Products","All"
"807","North Lanarkshire",2020,1260.8,"Electricity","All"
"808","North Lanarkshire",2020,28.925,"Manufactured Fuels","All"
"809","West Dunbartonshire",2020,322.332,"Electricity","All"
"810","Scottish Borders",2020,2982.143,"All","All"
"811","Scottish Borders",2020,43.992,"Coal","All"
"812","West Dunbartonshire",2020,0.163,"Coal","All"
"813","West Dunbartonshire",2020,761.931,"Gas","All"
"814","Shetland Islands",2020,31.296,"Bioenergy & Wastes","All"
"815","Moray",2020,150.02,"Bioenergy & Wastes","All"
"816","Scottish Borders",2020,802.864,"Gas","All"
"817","Scottish Borders",2020,7.352,"Manufactured Fuels","All"
"818","Orkney Islands",2020,20.261,"Bioenergy & Wastes","All"
"819","Shetland Islands",2020,0,"Gas","All"
"820","North Ayrshire",2020,596.79,"Electricity","All"
"821","Orkney Islands",2020,5.208,"Coal","All"
"822","North Ayrshire",2020,4913.287,"All","All"
"823","Glasgow City",2020,2437.692,"Electricity","All"
"824","West Dunbartonshire",2020,24.742,"Bioenergy & Wastes","All"
"825","West Lothian",2020,3977.822,"All","All"
"826","North Ayrshire",2020,655.809,"Petroleum Products","All"
"827","West Lothian",2020,1798.286,"Gas","All"
"828","North Ayrshire",2020,3.798,"Manufactured Fuels","All"
"829","Scottish Borders",2020,280.169,"Bioenergy & Wastes","All"
"830","West Dunbartonshire",2020,1557.896,"All","All"
"831","West Lothian",2020,2.487,"Coal","All"
"832","West Dunbartonshire",2020,0.633,"Manufactured Fuels","All"
"833","North Ayrshire",2020,2239.602,"Gas","All"
"834","Shetland Islands",2020,176.359,"Electricity","All"
"835","North Lanarkshire",2020,176.925,"Bioenergy & Wastes","All"
"836","Glasgow City",2020,0.971,"Coal","All"
"837","North Ayrshire",2020,1414.786,"Bioenergy & Wastes","All"
"838","Orkney Islands",2020,0,"Gas","All"
"839","North Lanarkshire",2020,2689.436,"Petroleum Products","All"
"840","Aberdeenshire",2020,6114.751,"All","All"
"841","Falkirk",2020,1327.393,"Gas","All"
"842","Falkirk",2020,35.112,"Manufactured Fuels","All"
"843","Renfrewshire",2020,61.592,"Bioenergy & Wastes","All"
"844","Angus",2020,8.673,"Coal","All"
"845","Angus",2020,962.952,"Gas","All"
"846","City of Edinburgh",2020,9178.186,"All","All"
"847","City of Edinburgh",2020,14.122,"Coal","All"
"848","East Lothian",2020,454.057,"Electricity","All"
"849","Renfrewshire",2020,3456.148,"All","All"
"850","Dumfries and Galloway",2020,1191.305,"Gas","All"
"851","Aberdeenshire",2020,3171.179,"Petroleum Products","All"
"852","Aberdeenshire",2020,30.999,"Coal","All"
"853","Aberdeenshire",2020,25.41,"Manufactured Fuels","All"
"854","Dumfries and Galloway",2020,4818.008,"All","All"
"855","Aberdeenshire",2020,1473.513,"Gas","All"
"856","Falkirk",2020,72.716,"Bioenergy & Wastes","All"
"857","Dumfries and Galloway",2020,30.486,"Coal","All"
"858","Dumfries and Galloway",2020,2519.965,"Petroleum Products","All"
"859","East Lothian",2020,325.701,"Coal","All"
"860","Renfrewshire",2020,1612.344,"Gas","All"
"861","Renfrewshire",2020,681.148,"Electricity","All"
"862","Renfrewshire",2020,1.776,"Manufactured Fuels","All"
"863","East Lothian",2020,773.129,"Petroleum Products","All"
"864","Renfrewshire",2020,1098.563,"Petroleum Products","All"
"865","East Lothian",2020,2691.152,"All","All"
"866","Renfrewshire",2020,0.725,"Coal","All"
"867","East Lothian",2020,839.84,"Gas","All"
"868","East Lothian",2020,292.498,"Bioenergy & Wastes","All"
"869","East Renfrewshire",2020,788.622,"Gas","All"
"870","East Renfrewshire",2020,499.469,"Petroleum Products","All"
"871","East Ayrshire",2020,2769.623,"All","All"
"872","East Ayrshire",2020,912.147,"Petroleum Products","All"
"873","City of Edinburgh",2020,2260.408,"Petroleum Products","All"
"874","Angus",2020,86.921,"Bioenergy & Wastes","All"
"875","East Lothian",2020,5.926,"Manufactured Fuels","All"
"876","City of Edinburgh",2020,4.151,"Manufactured Fuels","All"
"877","East Renfrewshire",2020,223.629,"Electricity","All"
"878","Argyll and Bute",2020,22.432,"Coal","All"
"879","Dundee City",2020,0.821,"Manufactured Fuels","All"
"880","Argyll and Bute",2020,2071.894,"All","All"
"881","Argyll and Bute",2020,480.22,"Electricity","All"
"882","Dundee City",2020,653.076,"Petroleum Products","All"
"883","Dundee City",2020,35.579,"Bioenergy & Wastes","All"
"884","Argyll and Bute",2020,6.833,"Manufactured Fuels","All"
"885","East Ayrshire",2020,6.278,"Manufactured Fuels","All"
"886","Aberdeen City",2020,1286.645,"Petroleum Products","All"
"887","Falkirk",2020,13299.174,"Petroleum Products","All"
"888","Falkirk",2020,15365.575,"All","All"
"889","Falkirk",2020,2.317,"Coal","All"
"890","Na h-Eileanan Siar",2020,24.743,"Gas","All"
"891","Dundee City",2020,0.159,"Coal","All"
"892","East Dunbartonshire",2020,1714.255,"All","All"
"893","Falkirk",2020,628.864,"Electricity","All"
"894","Highland",2020,1397.66,"Electricity","All"
"895","Aberdeenshire",2020,1198.448,"Electricity","All"
"896","Dumfries and Galloway",2020,806.587,"Electricity","All"
"897","Highland",2017,75.617,"Coal","All"
"898","Stirling",2017,6.002,"Coal","All"
"899","Stirling",2017,762.819,"Bioenergy & Wastes","All"
"900","North Ayrshire",2017,816.25,"Petroleum Products","All"
"901","Scottish Borders",2017,1610.767,"Petroleum Products","All"
"902","Stirling",2017,459.605,"Electricity","All"
"903","Highland",2017,1160.549,"Bioenergy & Wastes","All"
"904","Shetland Islands",2017,589.712,"All","All"
"905","Highland",2017,7556.105,"All","All"
"906","Highland",2017,1583.01,"Electricity","All"
"907","Aberdeen City",2017,1127.557,"Electricity","All"
"908","Na h-Eileanan Siar",2017,157.546,"Electricity","All"
"909","Argyll and Bute",2017,6.724,"Manufactured Fuels","All"
"910","Scottish Borders",2017,168.037,"Bioenergy & Wastes","All"
"911","Midlothian",2017,350.704,"Electricity","All"
"912","Midlothian",2017,3.172,"Manufactured Fuels","All"
"913","Na h-Eileanan Siar",2017,13.304,"Coal","All"
"914","Na h-Eileanan Siar",2017,22.708,"Gas","All"
"915","Highland",2017,19.19,"Manufactured Fuels","All"
"916","Moray",2017,88.549,"Bioenergy & Wastes","All"
"917","North Ayrshire",2017,5257.007,"All","All"
"918","Inverclyde",2017,671.238,"Gas","All"
"919","Scottish Borders",2017,7.255,"Manufactured Fuels","All"
"920","Inverclyde",2017,16.651,"Bioenergy & Wastes","All"
"921","Inverclyde",2017,1.523,"Manufactured Fuels","All"
"922","Inverclyde",2017,1462.799,"All","All"
"923","Stirling",2017,3682.284,"All","All"
"924","South Lanarkshire",2017,3116.837,"Petroleum Products","All"
"925","North Ayrshire",2017,2205.087,"Gas","All"
"926","Stirling",2017,4.802,"Manufactured Fuels","All"
"927","Stirling",2017,1226.451,"Gas","All"
"928","Inverclyde",2017,458.879,"Petroleum Products","All"
"929","Stirling",2017,1222.605,"Petroleum Products","All"
"930","North Ayrshire",2017,1543.833,"Bioenergy & Wastes","All"
"931","South Ayrshire",2017,5.589,"Manufactured Fuels","All"
"932","East Renfrewshire",2017,1652.358,"All","All"
"933","South Ayrshire",2017,35.522,"Bioenergy & Wastes","All"
"934","Na h-Eileanan Siar",2017,3.048,"Manufactured Fuels","All"
"935","Shetland Islands",2017,2.457,"Manufactured Fuels","All"
"936","Na h-Eileanan Siar",2017,377.53,"Petroleum Products","All"
"937","South Ayrshire",2017,4.517,"Coal","All"
"938","South Lanarkshire",2017,2488.123,"Gas","All"
"939","South Lanarkshire",2017,12.339,"Manufactured Fuels","All"
"940","Argyll and Bute",2017,35.129,"Coal","All"
"941","Na h-Eileanan Siar",2017,604.949,"All","All"
"942","Argyll and Bute",2017,465.108,"Gas","All"
"943","Argyll and Bute",2017,1180.712,"Petroleum Products","All"
"944","Midlothian",2017,681.891,"Gas","All"
"945","Scottish Borders",2017,3240.3,"All","All"
"946","Moray",2017,1810.515,"Gas","All"
"947","East Renfrewshire",2017,632.451,"Petroleum Products","All"
"948","Orkney Islands",2017,0,"Gas","All"
"949","City of Edinburgh",2017,118.711,"Bioenergy & Wastes","All"
"950","East Renfrewshire",2017,0.847,"Coal","All"
"951","City of Edinburgh",2017,4.097,"Manufactured Fuels","All"
"952","East Renfrewshire",2017,235.669,"Electricity","All"
"953","Renfrewshire",2017,3768.562,"All","All"
"954","Moray",2017,951.803,"Petroleum Products","All"
"955","East Renfrewshire",2017,23.237,"Bioenergy & Wastes","All"
"956","Shetland Islands",2017,0,"Gas","All"
"957","East Renfrewshire",2017,2.087,"Manufactured Fuels","All"
"958","Moray",2017,494.608,"Electricity","All"
"959","City of Edinburgh",2017,20.786,"Coal","All"
"960","Renfrewshire",2017,772.197,"Electricity","All"
"961","Renfrewshire",2017,0.824,"Coal","All"
"962","City of Edinburgh",2017,4713.585,"Gas","All"
"963","City of Edinburgh",2017,10219.719,"All","All"
"964","Moray",2017,24.307,"Coal","All"
"965","City of Edinburgh",2017,3028.715,"Petroleum Products","All"
"966","East Renfrewshire",2017,758.067,"Gas","All"
"967","Moray",2017,3375.954,"All","All"
"968","City of Edinburgh",2017,2333.823,"Electricity","All"
"969","Orkney Islands",2017,512.199,"All","All"
"970","Moray",2017,6.171,"Manufactured Fuels","All"
"971","Orkney Islands",2017,2.424,"Manufactured Fuels","All"
"972","South Ayrshire",2017,1154.786,"Petroleum Products","All"
"973","Orkney Islands",2017,138.948,"Electricity","All"
"974","Orkney Islands",2017,7.388,"Coal","All"
"975","Renfrewshire",2017,1354.442,"Petroleum Products","All"
"976","South Ayrshire",2017,2964.389,"All","All"
"977","East Lothian",2017,486.305,"Electricity","All"
"978","Orkney Islands",2017,349.996,"Petroleum Products","All"
