"","FeatureName","DateCode","Value","Energy.Type","Energy.Consuming.Sector"
"979","East Lothian",2017,965.57,"Petroleum Products","All"
"980","East Lothian",2017,770.827,"Gas","All"
"981","Aberdeenshire",2017,1411.446,"Gas","All"
"982","South Lanarkshire",2017,17.163,"Coal","All"
"983","Aberdeenshire",2017,6631.905,"All","All"
"984","Falkirk",2017,629.469,"Manufactured Fuels","All"
"985","Aberdeenshire",2017,3765.037,"Petroleum Products","All"
"986","Inverclyde",2017,0.549,"Coal","All"
"987","Midlothian",2017,12.046,"Coal","All"
"988","South Lanarkshire",2017,6925.261,"All","All"
"989","Aberdeen City",2017,97.017,"Bioenergy & Wastes","All"
"990","Aberdeenshire",2017,137.447,"Bioenergy & Wastes","All"
"991","South Lanarkshire",2017,114.366,"Bioenergy & Wastes","All"
"992","Midlothian",2017,1752.059,"All","All"
"993","Falkirk",2017,18039.752,"All","All"
"994","Falkirk",2017,1373.258,"Gas","All"
"995","Aberdeenshire",2017,45.658,"Coal","All"
"996","Aberdeen City",2017,2363.251,"Gas","All"
"997","Shetland Islands",2017,367.585,"Petroleum Products","All"
"998","Falkirk",2017,15283.293,"Petroleum Products","All"
"999","Falkirk",2017,45.228,"Bioenergy & Wastes","All"
"1000","Highland",2017,3554.526,"Petroleum Products","All"
"1001","Scottish Borders",2017,812.358,"Gas","All"
"1002","Scottish Borders",2017,67.419,"Coal","All"
"1003","Orkney Islands",2017,13.444,"Bioenergy & Wastes","All"
"1004","Shetland Islands",2017,8.127,"Coal","All"
"1005","Renfrewshire",2017,37.047,"Bioenergy & Wastes","All"
"1006","Shetland Islands",2017,19.758,"Bioenergy & Wastes","All"
"1007","South Lanarkshire",2017,1176.433,"Electricity","All"
"1008","Inverclyde",2017,313.958,"Electricity","All"
"1009","Aberdeen City",2017,25.554,"Coal","All"
"1010","Aberdeen City",2017,11.34,"Manufactured Fuels","All"
"1011","Aberdeen City",2017,1468.104,"Petroleum Products","All"
"1012","Aberdeen City",2017,5092.824,"All","All"
"1013","Highland",2017,1163.214,"Gas","All"
"1014","North Ayrshire",2017,4.048,"Coal","All"
"1015","Fife",2017,26.139,"Manufactured Fuels","All"
"1016","Fife",2017,3476.165,"Gas","All"
"1017","Clackmannanshire",2017,2.808,"Manufactured Fuels","All"
"1018","East Dunbartonshire",2017,1812.327,"All","All"
"1019","East Dunbartonshire",2017,18.451,"Bioenergy & Wastes","All"
"1020","East Ayrshire",2017,6.134,"Manufactured Fuels","All"
"1021","Dumfries and Galloway",2017,19.692,"Manufactured Fuels","All"
"1022","East Dunbartonshire",2017,515.75,"Petroleum Products","All"
"1023","East Dunbartonshire",2017,345.149,"Electricity","All"
"1024","East Ayrshire",2017,1112.434,"Petroleum Products","All"
"1025","North Lanarkshire",2017,3173.912,"Petroleum Products","All"
"1026","East Dunbartonshire",2017,3.468,"Coal","All"
"1027","Clackmannanshire",2017,308.395,"Electricity","All"
"1028","East Dunbartonshire",2017,2.058,"Manufactured Fuels","All"
"1029","Dundee City",2017,649.891,"Electricity","All"
"1030","Dumfries and Galloway",2017,43.734,"Coal","All"
"1031","Dundee City",2017,22.394,"Bioenergy & Wastes","All"
"1032","Dumfries and Galloway",2017,875.181,"Electricity","All"
"1033","Dumfries and Galloway",2017,3088.237,"Petroleum Products","All"
"1034","Dundee City",2017,819.905,"Petroleum Products","All"
"1035","Dundee City",2017,2938.745,"All","All"
"1036","Dumfries and Galloway",2017,1207.458,"Gas","All"
"1037","North Lanarkshire",2017,3.829,"Coal","All"
"1038","Dumfries and Galloway",2017,5381.032,"All","All"
"1039","West Dunbartonshire",2017,0.184,"Coal","All"
"1040","East Lothian",2017,2978.405,"All","All"
"1041","West Lothian",2017,7.281,"Manufactured Fuels","All"
"1042","Glasgow City",2017,3461.336,"Petroleum Products","All"
"1043","East Lothian",2017,169.79,"Bioenergy & Wastes","All"
"1044","Glasgow City",2017,11514.205,"All","All"
"1045","Renfrewshire",2017,1.678,"Manufactured Fuels","All"
"1046","West Dunbartonshire",2017,0.567,"Manufactured Fuels","All"
"1047","North Lanarkshire",2017,24.362,"Manufactured Fuels","All"
"1048","North Lanarkshire",2017,2910.874,"Gas","All"
"1049","Glasgow City",2017,5145.129,"Gas","All"
"1050","Angus",2017,2802.052,"All","All"
"1051","East Lothian",2017,580.396,"Coal","All"
"1052","West Dunbartonshire",2017,1643.251,"All","All"
"1053","Angus",2017,12.266,"Coal","All"
"1054","West Lothian",2017,1680.635,"Petroleum Products","All"
"1055","West Lothian",2017,1868.455,"Gas","All"
"1056","West Dunbartonshire",2017,15.706,"Bioenergy & Wastes","All"
"1057","West Dunbartonshire",2017,572.977,"Petroleum Products","All"
"1058","North Lanarkshire",2017,7553.348,"All","All"
"1059","Clackmannanshire",2017,12.558,"Bioenergy & Wastes","All"
"1060","Clackmannanshire",2017,301.893,"Petroleum Products","All"
"1061","Angus",2017,1289.989,"Petroleum Products","All"
"1062","East Dunbartonshire",2017,927.451,"Gas","All"
"1063","East Lothian",2017,5.516,"Manufactured Fuels","All"
"1064","Renfrewshire",2017,1602.374,"Gas","All"
"1065","Glasgow City",2017,1.111,"Coal","All"
"1066","West Lothian",2017,826.683,"Electricity","All"
"1067","Glasgow City",2017,3.278,"Manufactured Fuels","All"
"1068","West Dunbartonshire",2017,716.895,"Gas","All"
"1069","North Lanarkshire",2017,1336.869,"Electricity","All"
"1070","West Lothian",2017,4439.646,"All","All"
"1071","Glasgow City",2017,2813.237,"Electricity","All"
"1072","Glasgow City",2017,90.114,"Bioenergy & Wastes","All"
"1073","Angus",2017,520.237,"Electricity","All"
"1074","Angus",2017,55.031,"Bioenergy & Wastes","All"
"1075","Fife",2017,8372.587,"Petroleum Products","All"
"1076","Shetland Islands",2017,191.785,"Electricity","All"
"1077","Aberdeenshire",2017,23.382,"Manufactured Fuels","All"
"1078","Midlothian",2017,660.863,"Petroleum Products","All"
"1079","North Ayrshire",2017,684.227,"Electricity","All"
"1080","Scottish Borders",2017,574.464,"Electricity","All"
"1081","Clackmannanshire",2017,1750.337,"All","All"
"1082","Fife",2017,13.598,"Coal","All"
"1083","Angus",2017,5.449,"Manufactured Fuels","All"
"1084","Fife",2017,13646.177,"All","All"
"1085","Perth and Kinross",2017,745.256,"Electricity","All"
"1086","Falkirk",2017,705.867,"Electricity","All"
"1087","North Ayrshire",2017,3.561,"Manufactured Fuels","All"
"1088","South Ayrshire",2017,481.05,"Electricity","All"
"1089","Aberdeenshire",2017,1248.935,"Electricity","All"
"1090","Falkirk",2017,2.636,"Coal","All"
"1091","Argyll and Bute",2017,2278.126,"All","All"
"1092","Midlothian",2017,43.383,"Bioenergy & Wastes","All"
"1093","South Ayrshire",2017,1282.925,"Gas","All"
"1094","Na h-Eileanan Siar",2017,30.812,"Bioenergy & Wastes","All"
"1095","Argyll and Bute",2017,78.88,"Bioenergy & Wastes","All"
"1096","Argyll and Bute",2017,511.574,"Electricity","All"
"1097","Perth and Kinross",2017,85.854,"Bioenergy & Wastes","All"
"1098","East Ayrshire",2017,58.813,"Coal","All"
"1099","East Ayrshire",2017,1065.842,"Gas","All"
"1100","East Ayrshire",2017,267.85,"Bioenergy & Wastes","All"
"1101","Dumfries and Galloway",2017,146.73,"Bioenergy & Wastes","All"
"1102","Dundee City",2017,0.751,"Manufactured Fuels","All"
"1103","Dundee City",2017,1445.633,"Gas","All"
"1104","East Ayrshire",2017,2946.32,"All","All"
"1105","Dundee City",2017,0.171,"Coal","All"
"1106","Angus",2017,919.08,"Gas","All"
"1107","West Dunbartonshire",2017,336.922,"Electricity","All"
"1108","Perth and Kinross",2017,20.709,"Coal","All"
"1109","Perth and Kinross",2017,4609.066,"All","All"
"1110","Clackmannanshire",2017,1.134,"Coal","All"
"1111","Fife",2017,1561.918,"Electricity","All"
"1112","Fife",2017,195.77,"Bioenergy & Wastes","All"
"1113","Clackmannanshire",2017,1123.549,"Gas","All"
"1114","North Lanarkshire",2017,103.501,"Bioenergy & Wastes","All"
"1115","East Ayrshire",2017,435.248,"Electricity","All"
"1116","West Lothian",2017,52.809,"Bioenergy & Wastes","All"
"1117","Perth and Kinross",2017,1044.719,"Gas","All"
"1118","Perth and Kinross",2017,8.352,"Manufactured Fuels","All"
"1119","West Lothian",2017,3.783,"Coal","All"
"1120","Perth and Kinross",2017,2704.176,"Petroleum Products","All"
"1121","West Dunbartonshire",2018,1609.772,"All","All"
"1122","Orkney Islands",2018,0,"Gas","All"
"1123","East Ayrshire",2018,315.246,"Bioenergy & Wastes","All"
"1124","East Renfrewshire",2018,630.94,"Petroleum Products","All"
"1125","City of Edinburgh",2018,157.114,"Bioenergy & Wastes","All"
"1126","Angus",2018,71.366,"Bioenergy & Wastes","All"
"1127","Moray",2018,3417.376,"All","All"
"1128","Stirling",2018,1216.297,"Gas","All"
"1129","Perth and Kinross",2018,1033.115,"Gas","All"
"1130","Orkney Islands",2018,515.895,"All","All"
"1131","East Ayrshire",2018,424.158,"Electricity","All"
"1132","Moray",2018,6.365,"Manufactured Fuels","All"
"1133","North Lanarkshire",2018,7821.641,"All","All"
"1134","East Renfrewshire",2018,0.829,"Coal","All"
"1135","Perth and Kinross",2018,8.61,"Manufactured Fuels","All"
"1136","City of Edinburgh",2018,4.213,"Manufactured Fuels","All"
"1137","Angus",2018,5.631,"Manufactured Fuels","All"
"1138","South Ayrshire",2018,45.46,"Bioenergy & Wastes","All"
"1139","Glasgow City",2018,2738.381,"Electricity","All"
"1140","Stirling",2018,1247.599,"Petroleum Products","All"
"1141","Angus",2018,527.644,"Electricity","All"
"1142","North Lanarkshire",2018,144.514,"Bioenergy & Wastes","All"
"1143","Scottish Borders",2018,559.141,"Electricity","All"
"1144","South Ayrshire",2018,5.75,"Manufactured Fuels","All"
"1145","Na h-Eileanan Siar",2018,381.817,"Petroleum Products","All"
"1146","Clackmannanshire",2018,300.012,"Electricity","All"
"1147","East Renfrewshire",2018,1657.527,"All","All"
"1148","Moray",2018,60.93,"Bioenergy & Wastes","All"
"1149","Argyll and Bute",2018,6.921,"Manufactured Fuels","All"
"1150","South Ayrshire",2018,4.489,"Coal","All"
"1151","Inverclyde",2018,21.018,"Bioenergy & Wastes","All"
"1152","West Lothian",2018,4445.527,"All","All"
"1153","Scottish Borders",2018,3256.343,"All","All"
"1154","Fife",2018,192.186,"Bioenergy & Wastes","All"
"1155","Fife",2018,1510.249,"Electricity","All"
"1156","Orkney Islands",2018,351.802,"Petroleum Products","All"
"1157","East Renfrewshire",2018,767.748,"Gas","All"
"1158","Shetland Islands",2018,2.527,"Manufactured Fuels","All"
"1159","East Ayrshire",2018,6.335,"Manufactured Fuels","All"
"1160","Angus",2018,1271.958,"Petroleum Products","All"
"1161","Clackmannanshire",2018,1134.666,"Gas","All"
"1162","Scottish Borders",2018,222.319,"Bioenergy & Wastes","All"
"1163","Renfrewshire",2018,754.497,"Electricity","All"
"1164","Na h-Eileanan Siar",2018,152.195,"Electricity","All"
"1165","East Ayrshire",2018,55.141,"Coal","All"
"1166","City of Edinburgh",2018,19.588,"Coal","All"
"1167","West Dunbartonshire",2018,324.465,"Electricity","All"
"1168","East Ayrshire",2018,1055.234,"Gas","All"
"1169","Na h-Eileanan Siar",2018,613.123,"All","All"
"1170","Argyll and Bute",2018,464.834,"Gas","All"
"1171","Moray",2018,1880.513,"Gas","All"
"1172","Midlothian",2018,346.235,"Electricity","All"
"1173","Dundee City",2018,0.786,"Manufactured Fuels","All"
"1174","East Ayrshire",2018,2969.238,"All","All"
"1175","Dundee City",2018,2906.202,"All","All"
"1176","Shetland Islands",2018,0,"Gas","All"
"1177","Argyll and Bute",2018,505.983,"Electricity","All"
"1178","Midlothian",2018,3.287,"Manufactured Fuels","All"
"1179","South Ayrshire",2018,1153.369,"Gas","All"
"1180","East Ayrshire",2018,1113.124,"Petroleum Products","All"
"1181","West Lothian",2018,799.411,"Electricity","All"
"1182","Argyll and Bute",2018,2292.285,"All","All"
"1183","North Ayrshire",2018,5066.786,"All","All"
"1184","Midlothian",2018,676.535,"Gas","All"
"1185","Midlothian",2018,56.3,"Bioenergy & Wastes","All"
"1186","Renfrewshire",2018,0.809,"Coal","All"
"1187","Aberdeenshire",2018,23.845,"Manufactured Fuels","All"
"1188","Dundee City",2018,817.066,"Petroleum Products","All"
"1189","Falkirk",2018,2.597,"Coal","All"
"1190","Perth and Kinross",2018,19.343,"Coal","All"
"1191","Na h-Eileanan Siar",2018,23.632,"Gas","All"
"1192","Shetland Islands",2018,369.268,"Petroleum Products","All"
"1193","Argyll and Bute",2018,102.503,"Bioenergy & Wastes","All"
"1194","Fife",2018,13.142,"Coal","All"
"1195","Na h-Eileanan Siar",2018,3.135,"Manufactured Fuels","All"
"1196","Glasgow City",2018,121.641,"Bioenergy & Wastes","All"
"1197","Moray",2018,22.46,"Coal","All"
"1198","Dumfries and Galloway",2018,20.213,"Manufactured Fuels","All"
"1199","South Ayrshire",2018,472.6,"Electricity","All"
"1200","East Lothian",2018,5.681,"Manufactured Fuels","All"
"1201","Perth and Kinross",2018,2654.783,"Petroleum Products","All"
"1202","City of Edinburgh",2018,4659.852,"Gas","All"
"1203","Clackmannanshire",2018,1756.644,"All","All"
"1204","South Ayrshire",2018,1113.376,"Petroleum Products","All"
"1205","Argyll and Bute",2018,32.984,"Coal","All"
"1206","Inverclyde",2018,450.2,"Petroleum Products","All"
"1207","City of Edinburgh",2018,10095.089,"All","All"
"1208","Aberdeenshire",2018,1217.029,"Electricity","All"
"1209","Dumfries and Galloway",2018,41.448,"Coal","All"
"1210","Stirling",2018,3715.957,"All","All"
"1211","Orkney Islands",2018,2.494,"Manufactured Fuels","All"
"1212","North Lanarkshire",2018,2950.668,"Gas","All"
"1213","Dundee City",2018,633.263,"Electricity","All"
"1214","Na h-Eileanan Siar",2018,39.75,"Bioenergy & Wastes","All"
"1215","Shetland Islands",2018,183.567,"Electricity","All"
"1216","Dumfries and Galloway",2018,195.134,"Bioenergy & Wastes","All"
"1217","Midlothian",2018,656.46,"Petroleum Products","All"
"1218","East Lothian",2018,976.734,"Petroleum Products","All"
"1219","Dumfries and Galloway",2018,1188.441,"Gas","All"
"1220","Inverclyde",2018,1416.471,"All","All"
"1221","East Lothian",2018,503.185,"Coal","All"
"1222","East Renfrewshire",2018,225.717,"Electricity","All"
"1223","Orkney Islands",2018,16.813,"Bioenergy & Wastes","All"
"1224","Dundee City",2018,0.168,"Coal","All"
"1225","Aberdeenshire",2018,43.254,"Coal","All"
"1226","Angus",2018,917.552,"Gas","All"
"1227","South Ayrshire",2018,2795.044,"All","All"
"1228","West Dunbartonshire",2018,0.587,"Manufactured Fuels","All"
"1229","East Renfrewshire",2018,2.174,"Manufactured Fuels","All"
"1230","Moray",2018,485.632,"Electricity","All"
"1231","Stirling",2018,462.278,"Electricity","All"
"1232","West Dunbartonshire",2018,0.182,"Coal","All"
"1233","North Lanarkshire",2018,3.732,"Coal","All"
"1234","Perth and Kinross",2018,4558.985,"All","All"
"1235","Dundee City",2018,1425.532,"Gas","All"
"1236","Inverclyde",2018,641.769,"Gas","All"
"1237","Inverclyde",2018,301.368,"Electricity","All"
"1238","East Lothian",2018,767.889,"Gas","All"
"1239","Shetland Islands",2018,25.349,"Bioenergy & Wastes","All"
"1240","Orkney Islands",2018,137.649,"Electricity","All"
"1241","Na h-Eileanan Siar",2018,12.595,"Coal","All"
"1242","West Lothian",2018,3.557,"Coal","All"
"1243","Scottish Borders",2018,7.469,"Manufactured Fuels","All"
"1244","Aberdeenshire",2018,6550.45,"All","All"
"1245","Falkirk",2018,60.151,"Bioenergy & Wastes","All"
"1246","Moray",2018,961.476,"Petroleum Products","All"
"1247","Midlothian",2018,11.473,"Coal","All"
"1248","North Lanarkshire",2018,1313.585,"Electricity","All"
"1249","Aberdeenshire",2018,1419.351,"Gas","All"
"1250","North Ayrshire",2018,1386.68,"Bioenergy & Wastes","All"
"1251","Fife",2018,12099.842,"All","All"
"1252","Glasgow City",2018,11463.894,"All","All"
"1253","North Ayrshire",2018,2209.358,"Gas","All"
"1254","Highland",2018,1179.983,"Bioenergy & Wastes","All"
"1255","Glasgow City",2018,3439.363,"Petroleum Products","All"
"1256","Glasgow City",2018,1.087,"Coal","All"
"1257","Fife",2018,6943.794,"Petroleum Products","All"
"1258","Dundee City",2018,29.389,"Bioenergy & Wastes","All"
"1259","Falkirk",2018,683.387,"Electricity","All"
"1260","West Dunbartonshire",2018,20.692,"Bioenergy & Wastes","All"
"1261","Angus",2018,2805.805,"All","All"
"1262","Orkney Islands",2018,7.137,"Coal","All"
"1263","Perth and Kinross",2018,729.18,"Electricity","All"
"1264","Midlothian",2018,1750.291,"All","All"
"1265","Aberdeenshire",2018,174.604,"Bioenergy & Wastes","All"
"1266","Perth and Kinross",2018,113.953,"Bioenergy & Wastes","All"
"1267","Falkirk",2018,1373.353,"Gas","All"
"1268","Scottish Borders",2018,1614.522,"Petroleum Products","All"
"1269","East Dunbartonshire",2018,2.128,"Manufactured Fuels","All"
"1270","Aberdeenshire",2018,3672.367,"Petroleum Products","All"
"1271","East Lothian",2018,289.331,"Bioenergy & Wastes","All"
"1272","Glasgow City",2018,3.348,"Manufactured Fuels","All"
"1273","Falkirk",2018,18090.139,"All","All"
"1274","South Lanarkshire",2018,154.337,"Bioenergy & Wastes","All"
"1275","South Lanarkshire",2018,16.279,"Coal","All"
"1276","Angus",2018,11.654,"Coal","All"
"1277","East Renfrewshire",2018,30.118,"Bioenergy & Wastes","All"
"1278","Dumfries and Galloway",2018,849.401,"Electricity","All"
"1279","City of Edinburgh",2018,2968.567,"Petroleum Products","All"
"1280","Inverclyde",2018,1.581,"Manufactured Fuels","All"
"1281","South Lanarkshire",2018,12.456,"Manufactured Fuels","All"
"1282","City of Edinburgh",2018,2285.755,"Electricity","All"
"1283","North Ayrshire",2018,3.687,"Manufactured Fuels","All"
"1284","Stirling",2018,5.73,"Coal","All"
"1285","Falkirk",2018,15226.518,"Petroleum Products","All"
"1286","Dumfries and Galloway",2018,5313.623,"All","All"
"1287","Highland",2018,3576.608,"Petroleum Products","All"
"1288","Dumfries and Galloway",2018,3018.986,"Petroleum Products","All"
"1289","East Dunbartonshire",2018,3.197,"Coal","All"
"1290","Inverclyde",2018,0.536,"Coal","All"
"1291","East Dunbartonshire",2018,516.002,"Petroleum Products","All"
"1292","Falkirk",2018,744.133,"Manufactured Fuels","All"
"1293","Renfrewshire",2018,49.909,"Bioenergy & Wastes","All"
"1294","Aberdeen City",2018,2324.299,"Gas","All"
"1295","Scottish Borders",2018,789.772,"Gas","All"
"1296","North Ayrshire",2018,656.646,"Electricity","All"
"1297","Renfrewshire",2018,1582.511,"Gas","All"
"1298","Aberdeen City",2018,24.36,"Coal","All"
"1299","West Dunbartonshire",2018,567.025,"Petroleum Products","All"
"1300","Aberdeen City",2018,5063.025,"All","All"
"1301","East Lothian",2018,478.806,"Electricity","All"
"1302","Aberdeen City",2018,110.822,"Bioenergy & Wastes","All"
"1303","Argyll and Bute",2018,1179.061,"Petroleum Products","All"
"1304","West Lothian",2018,1694.553,"Petroleum Products","All"
"1305","East Dunbartonshire",2018,917.681,"Gas","All"
"1306","North Lanarkshire",2018,3384.664,"Petroleum Products","All"
"1307","Stirling",2018,779.102,"Bioenergy & Wastes","All"
"1308","East Dunbartonshire",2018,337.438,"Electricity","All"
"1309","Highland",2018,1113.963,"Gas","All"
"1310","Fife",2018,3414.21,"Gas","All"
"1311","South Lanarkshire",2018,2498.694,"Gas","All"
"1312","Clackmannanshire",2018,1.115,"Coal","All"
"1313","Clackmannanshire",2018,302.092,"Petroleum Products","All"
"1314","North Ayrshire",2018,806.551,"Petroleum Products","All"
"1315","East Dunbartonshire",2018,23.48,"Bioenergy & Wastes","All"
"1316","Highland",2018,72.146,"Coal","All"
"1317","Stirling",2018,4.951,"Manufactured Fuels","All"
"1318","Clackmannanshire",2018,2.875,"Manufactured Fuels","All"
"1319","South Lanarkshire",2018,1139.185,"Electricity","All"
"1320","Renfrewshire",2018,1361.696,"Petroleum Products","All"
"1321","Aberdeen City",2018,1121.694,"Electricity","All"
"1322","Highland",2018,7521.615,"All","All"
"1323","West Lothian",2018,7.336,"Manufactured Fuels","All"
"1324","Glasgow City",2018,5160.076,"Gas","All"
"1325","Clackmannanshire",2018,15.884,"Bioenergy & Wastes","All"
"1326","West Lothian",2018,1869.825,"Gas","All"
"1327","Fife",2018,26.261,"Manufactured Fuels","All"
"1328","Renfrewshire",2018,3751.167,"All","All"
"1329","Scottish Borders",2018,63.12,"Coal","All"
"1330","Highland",2018,1559.153,"Electricity","All"
"1331","North Ayrshire",2018,3.865,"Coal","All"
"1332","East Lothian",2018,3021.626,"All","All"
"1333","Aberdeen City",2018,11.36,"Manufactured Fuels","All"
"1334","South Lanarkshire",2018,6907.415,"All","All"
"1335","Aberdeen City",2018,1470.49,"Petroleum Products","All"
"1336","Shetland Islands",2018,7.836,"Coal","All"
"1337","North Lanarkshire",2018,24.479,"Manufactured Fuels","All"
"1338","Renfrewshire",2018,1.745,"Manufactured Fuels","All"
"1339","West Lothian",2018,70.845,"Bioenergy & Wastes","All"
"1340","Highland",2018,19.762,"Manufactured Fuels","All"
"1341","West Dunbartonshire",2018,696.82,"Gas","All"
"1342","South Lanarkshire",2018,3086.464,"Petroleum Products","All"
"1343","East Dunbartonshire",2018,1799.927,"All","All"
"1344","Shetland Islands",2018,588.548,"All","All"
